Augustiner,-63.8261543414,267.559134729
Paulaner,-63.1550337865,327.809053583
Beck's,-155.668180989,237.313561202
Augustiner,81.029260765,249.326556917
Beck's,116.727625479,-305.837686587
Paulaner,148.961368379,249.760063465
Krombacher,168.632194283,253.25352713
Franziskaner,98.6918714856,-316.4162508
